app,approach,run,time_min,coverage_pct
WordPress,Ad-hoc,2,25,33.71
WordPress,Ad-hoc,2,30,37.63
WordPress,Ad-hoc,2,35,38.96
WordPress,Ad-hoc,2,40,42.06
WordPress,Ad-hoc,2,45,42.21
WordPress,Ad-hoc,2,50,42.36
WordPress,Ad-hoc,2,55,46.76
WordPress,Ad-hoc,2,60,45.34
WordPress,Ad-hoc,3,0,0.86
WordPress,Ad-hoc,3,5,8.5
WordPress,Ad-hoc,3,10,16.59
WordPress,Ad-hoc,3,15,25.27
WordPress,Ad-hoc,3,20,29.97
WordPress,Ad-hoc,3,25,32.66
WordPress,Ad-hoc,3,30,36.78
WordPress,Ad-hoc,3,35,41.27
WordPress,Ad-hoc,3,40,41.74
WordPress,Ad-hoc,3,45,40.4
WordPress,Ad-hoc,3,50,43.04
WordPress,Ad-hoc,3,55,42.85
WordPress,Ad-hoc,3,60,44.14
WordPress,Ad-hoc,4,0,0.0
WordPress,Ad-hoc,4,5,8.71
WordPress,Ad-hoc,4,10,14.88
WordPress,Ad-hoc,4,15,22.29
WordPress,Ad-hoc,4,20,26.09
WordPress,Ad-hoc,4,25,26.0
WordPress,Ad-hoc,4,30,36.17
WordPress,Ad-hoc,4,35,36.83
WordPress,Ad-hoc,4,40,36.27
WordPress,Ad-hoc,4,45,38.14
WordPress,Ad-hoc,4,50,37.35
WordPress,Ad-hoc,4,55,42.42
WordPress,Ad-hoc,4,60,43.33
WordPress,Ad-hoc,5,0,0.24
WordPress,Ad-hoc,5,5,12.34
WordPress,Ad-hoc,5,10,19.48
WordPress,Ad-hoc,5,15,23.76
WordPress,Ad-hoc,5,20,30.25
WordPress,Ad-hoc,5,25,35.04
WordPress,Ad-hoc,5,30,37.25
WordPress,Ad-hoc,5,35,40.02
WordPress,Ad-hoc,5,40,42.08
WordPress,Ad-hoc,5,45,43.56
WordPress,Ad-hoc,5,50,44.9
WordPress,Ad-hoc,5,55,44.12
WordPress,Ad-hoc,5,60,45.32
WordPress,Ad-hoc,6,0,0.0
WordPress,Ad-hoc,6,5,13.48
WordPress,Ad-hoc,6,10,18.22
WordPress,Ad-hoc,6,15,30.4
WordPress,Ad-hoc,6,20,36.42
WordPress,Ad-hoc,6,25,38.31
WordPress,Ad-hoc,6,30,38.3
WordPress,Ad-hoc,6,35,44.35
WordPress,Ad-hoc,6,40,46.88
WordPress,Ad-hoc,6,45,47.09
WordPress,Ad-hoc,6,50,49.1
WordPress,Ad-hoc,6,55,53.15
WordPress,Ad-hoc,6,60,52.62
WordPress,Ad-hoc,7,0,0.0
WordPress,Ad-hoc,7,5,12.81
WordPress,Ad-hoc,7,10,26.55
WordPress,Ad-hoc,7,15,35.94
WordPress,Ad-hoc,7,20,44.19
WordPress,Ad-hoc,7,25,48.24
WordPress,Ad-hoc,7,30,54.16
WordPress,Ad-hoc,7,35,59.69
WordPress,Ad-hoc,7,40,60.65
WordPress,Ad-hoc,7,45,61.41
WordPress,Ad-hoc,7,50,62.81
WordPress,Ad-hoc,7,55,63.8
WordPress,Ad-hoc,7,60,67.08
WordPress,Ad-hoc,8,0,0.0
WordPress,Ad-hoc,8,5,11.59
WordPress,Ad-hoc,8,10,20.58
WordPress,Ad-hoc,8,15,26.74
WordPress,Ad-hoc,8,20,30.87
WordPress,Ad-hoc,8,25,37.66
WordPress,Ad-hoc,8,30,40.38
WordPress,Ad-hoc,8,35,43.8
WordPress,Ad-hoc,8,40,44.25
WordPress,Ad-hoc,8,45,48.44
WordPress,Ad-hoc,8,50,46.51
WordPress,Ad-hoc,8,55,51.34
WordPress,Ad-hoc,8,60,46.88
WordPress,Ad-hoc,9,0,0.65
WordPress,Ad-hoc,9,5,12.41
WordPress,Ad-hoc,9,10,19.62
WordPress,Ad-hoc,9,15,28.55
WordPress,Ad-hoc,9,20,35.36
WordPress,Ad-hoc,9,25,34.42
WordPress,Ad-hoc,9,30,41.85
WordPress,Ad-hoc,9,35,39.97
WordPress,Ad-hoc,9,40,44.29
WordPress,Ad-hoc,9,45,49.77
WordPress,Ad-hoc,9,50,47.69
WordPress,Ad-hoc,9,55,47.76
WordPress,Ad-hoc,9,60,49.97
WordPress,Ad-hoc,10,0,3.1
WordPress,Ad-hoc,10,5,8.24
WordPress,Ad-hoc,10,10,17.97
WordPress,Ad-hoc,10,15,28.46
WordPress,Ad-hoc,10,20,34.19
WordPress,Ad-hoc,10,25,35.29
WordPress,Ad-hoc,10,30,36.74
WordPress,Ad-hoc,10,35,44.19
WordPress,Ad-hoc,10,40,45.35
WordPress,Ad-hoc,10,45,45.46
WordPress,Ad-hoc,10,50,44.38
WordPress,Ad-hoc,10,55,46.43
WordPress,Ad-hoc,10,60,46.97
WordPress,SMATA,1,0,0.5
WordPress,SMATA,1,5,17.58
WordPress,SMATA,1,10,28.13
WordPress,SMATA,1,15,33.65
WordPress,SMATA,1,20,43.59
WordPress,SMATA,1,25,46.63
WordPress,SMATA,1,30,50.63
WordPress,SMATA,1,35,54.34
WordPress,SMATA,1,40,52.36
WordPress,SMATA,1,45,55.37
WordPress,SMATA,1,50,55.66
WordPress,SMATA,1,55,54.88
WordPress,SMATA,1,60,58.32
WordPress,SMATA,2,0,3.77
WordPress,SMATA,2,5,16.29
WordPress,SMATA,2,10,33.11
WordPress,SMATA,2,15,44.58
WordPress,SMATA,2,20,51.55
WordPress,SMATA,2,25,56.93
WordPress,SMATA,2,30,59.4
WordPress,SMATA,2,35,64.85
WordPress,SMATA,2,40,65.7
WordPress,SMATA,2,45,65.28
WordPress,SMATA,2,50,71.63
WordPress,SMATA,2,55,72.23
WordPress,SMATA,2,60,71.57
WordPress,SMATA,3,0,0.34
WordPress,SMATA,3,5,20.83
WordPress,SMATA,3,10,33.79
WordPress,SMATA,3,15,45.36
WordPress,SMATA,3,20,51.37
WordPress,SMATA,3,25,59.57
WordPress,SMATA,3,30,62.37
WordPress,SMATA,3,35,65.36
WordPress,SMATA,3,40,65.52
WordPress,SMATA,3,45,69.6
WordPress,SMATA,3,50,69.21
WordPress,SMATA,3,55,70.46
WordPress,SMATA,3,60,70.9
WordPress,SMATA,4,0,0.0
WordPress,SMATA,4,5,27.04
WordPress,SMATA,4,10,43.52
WordPress,SMATA,4,15,57.49
WordPress,SMATA,4,20,62.48
WordPress,SMATA,4,25,71.6
WordPress,SMATA,4,30,74.88
WordPress,SMATA,4,35,79.72
WordPress,SMATA,4,40,82.3
WordPress,SMATA,4,45,87.7
WordPress,SMATA,4,50,86.85
WordPress,SMATA,4,55,90.24
WordPress,SMATA,4,60,90.42
WordPress,SMATA,5,0,3.46
WordPress,SMATA,5,5,16.51
WordPress,SMATA,5,10,34.5
WordPress,SMATA,5,15,44.61
WordPress,SMATA,5,20,49.04
WordPress,SMATA,5,25,57.66
WordPress,SMATA,5,30,60.83
WordPress,SMATA,5,35,63.08
WordPress,SMATA,5,40,64.48
WordPress,SMATA,5,45,66.33
WordPress,SMATA,5,50,71.75
WordPress,SMATA,5,55,69.61
WordPress,SMATA,5,60,71.47
WordPress,SMATA,6,0,0.0
WordPress,SMATA,6,5,18.51
WordPress,SMATA,6,10,35.89
WordPress,SMATA,6,15,43.04
WordPress,SMATA,6,20,52.44
WordPress,SMATA,6,25,59.05
WordPress,SMATA,6,30,63.55
WordPress,SMATA,6,35,66.37
WordPress,SMATA,6,40,69.64
WordPress,SMATA,6,45,71.88
WordPress,SMATA,6,50,73.26
WordPress,SMATA,6,55,71.66
WordPress,SMATA,6,60,73.44
WordPress,SMATA,7,0,1.79
WordPress,SMATA,7,5,20.38
WordPress,SMATA,7,10,31.08
WordPress,SMATA,7,15,44.11
WordPress,SMATA,7,20,48.35
WordPress,SMATA,7,25,57.12
WordPress,SMATA,7,30,64.15
WordPress,SMATA,7,35,63.02
WordPress,SMATA,7,40,65.53
WordPress,SMATA,7,45,69.65
WordPress,SMATA,7,50,67.47
WordPress,SMATA,7,55,69.78
WordPress,SMATA,7,60,72.33
WordPress,SMATA,8,0,0.0
WordPress,SMATA,8,5,16.5
WordPress,SMATA,8,10,30.45
WordPress,SMATA,8,15,39.21
WordPress,SMATA,8,20,45.83
WordPress,SMATA,8,25,50.0
WordPress,SMATA,8,30,54.82
WordPress,SMATA,8,35,56.86
WordPress,SMATA,8,40,59.8
WordPress,SMATA,8,45,59.9
WordPress,SMATA,8,50,61.5
WordPress,SMATA,8,55,61.13
WordPress,SMATA,8,60,63.18
WordPress,SMATA,9,0,0.0
WordPress,SMATA,9,5,19.63
WordPress,SMATA,9,10,37.48
WordPress,SMATA,9,15,49.1
WordPress,SMATA,9,20,58.62
WordPress,SMATA,9,25,63.21
WordPress,SMATA,9,30,69.22
WordPress,SMATA,9,35,72.96
WordPress,SMATA,9,40,75.41
WordPress,SMATA,9,45,75.44
WordPress,SMATA,9,50,78.33
WordPress,SMATA,9,55,79.71
WordPress,SMATA,9,60,79.96
WordPress,SMATA,10,0,0.0
WordPress,SMATA,10,5,20.79
WordPress,SMATA,10,10,39.09
WordPress,SMATA,10,15,46.51
WordPress,SMATA,10,20,54.32
WordPress,SMATA,10,25,62.16
WordPress,SMATA,10,30,66.65
WordPress,SMATA,10,35,71.37
WordPress,SMATA,10,40,70.21
WordPress,SMATA,10,45,75.06
WordPress,SMATA,10,50,76.23
WordPress,SMATA,10,55,76.15
WordPress,SMATA,10,60,77.63
Aard Dictionary,Monkey,1,0,1.54
Aard Dictionary,Monkey,1,5,22.96
Aard Dictionary,Monkey,1,10,31.82
Aard Dictionary,Monkey,1,15,41.29
Aard Dictionary,Monkey,1,20,43.54
Aard Dictionary,Monkey,1,25,45.71
Aard Dictionary,Monkey,1,30,46.79
Aard Dictionary,Monkey,1,35,47.04
Aard Dictionary,Monkey,1,40,49.38
Aard Dictionary,Monkey,1,45,47.65
Aard Dictionary,Monkey,1,50,46.19
Aard Dictionary,Monkey,1,55,47.33
Aard Dictionary,Monkey,1,60,48.22
Aard Dictionary,Monkey,2,0,1.84
Aard Dictionary,Monkey,2,5,15.58
Aard Dictionary,Monkey,2,10,21.46
Aard Dictionary,Monkey,2,15,30.88
Aard Dictionary,Monkey,2,20,29.98
Aard Dictionary,Monkey,2,25,32.82
Aard Dictionary,Monkey,2,30,31.41
Aard Dictionary,Monkey,2,35,32.84
Aard Dictionary,Monkey,2,40,33.52
Aard Dictionary,Monkey,2,45,34.21
Aard Dictionary,Monkey,2,50,34.04
Aard Dictionary,Monkey,2,55,33.79
Aard Dictionary,Monkey,2,60,32.03
Aard Dictionary,Monkey,3,0,0.0
Aard Dictionary,Monkey,3,5,24.66
Aard Dictionary,Monkey,3,10,38.83
Aard Dictionary,Monkey,3,15,44.37
Aard Dictionary,Monkey,3,20,50.3
Aard Dictionary,Monkey,3,25,53.07
Aard Dictionary,Monkey,3,30,50.72
Aard Dictionary,Monkey,3,35,51.5
Aard Dictionary,Monkey,3,40,52.91
Aard Dictionary,Monkey,3,45,53.78
Aard Dictionary,Monkey,3,50,52.64
Aard Dictionary,Monkey,3,55,55.52
Aard Dictionary,Monkey,3,60,54.16
Aard Dictionary,Monkey,4,0,0.06
Aard Dictionary,Monkey,4,5,10.5
Aard Dictionary,Monkey,4,10,17.63
Aard Dictionary,Monkey,4,15,23.83
Aard Dictionary,Monkey,4,20,22.31
Aard Dictionary,Monkey,4,25,28.17
Aard Dictionary,Monkey,4,30,27.05
Aard Dictionary,Monkey,4,35,32.49
Aard Dictionary,Monkey,4,40,31.28
Aard Dictionary,Monkey,4,45,27.65
Aard Dictionary,Monkey,4,50,27.82
Aard Dictionary,Monkey,4,55,29.51
Aard Dictionary,Monkey,4,60,30.58
Aard Dictionary,Monkey,5,0,0.0
Aard Dictionary,Monkey,5,5,18.14
Aard Dictionary,Monkey,5,10,31.31
Aard Dictionary,Monkey,5,15,39.39
Aard Dictionary,Monkey,5,20,42.7
Aard Dictionary,Monkey,5,25,45.45
Aard Dictionary,Monkey,5,30,43.08
Aard Dictionary,Monkey,5,35,41.97
Aard Dictionary,Monkey,5,40,47.05
Aard Dictionary,Monkey,5,45,44.69
Aard Dictionary,Monkey,5,50,43.0
Aard Dictionary,Monkey,5,55,46.29
Aard Dictionary,Monkey,5,60,47.3
Aard Dictionary,Monkey,6,0,0.0
Aard Dictionary,Monkey,6,5,26.71
Aard Dictionary,Monkey,6,10,42.19
Aard Dictionary,Monkey,6,15,50.13
Aard Dictionary,Monkey,6,20,53.19
Aard Dictionary,Monkey,6,25,56.62
Aard Dictionary,Monkey,6,30,59.84
Aard Dictionary,Monkey,6,35,60.29
Aard Dictionary,Monkey,6,40,60.47
Aard Dictionary,Monkey,6,45,58.95
Aard Dictionary,Monkey,6,50,60.3
Aard Dictionary,Monkey,6,55,57.37
Aard Dictionary,Monkey,6,60,60.94
Aard Dictionary,Monkey,7,0,2.14
Aard Dictionary,Monkey,7,5,12.13
Aard Dictionary,Monkey,7,10,21.34
Aard Dictionary,Monkey,7,15,27.03
Aard Dictionary,Monkey,7,20,30.79
Aard Dictionary,Monkey,7,25,29.53
Aard Dictionary,Monkey,7,30,29.88
Aard Dictionary,Monkey,7,35,28.36
Aard Dictionary,Monkey,7,40,31.68
Aard Dictionary,Monkey,7,45,34.71
Aard Dictionary,Monkey,7,50,32.13
Aard Dictionary,Monkey,7,55,31.71
Aard Dictionary,Monkey,7,60,32.25
Aard Dictionary,Monkey,8,0,0.0
Aard Dictionary,Monkey,8,5,14.87
Aard Dictionary,Monkey,8,10,26.15
Aard Dictionary,Monkey,8,15,30.1
Aard Dictionary,Monkey,8,20,32.44
Aard Dictionary,Monkey,8,25,32.41
Aard Dictionary,Monkey,8,30,36.63
Aard Dictionary,Monkey,8,35,36.11
Aard Dictionary,Monkey,8,40,34.53
Aard Dictionary,Monkey,8,45,36.99
Aard Dictionary,Monkey,8,50,34.82
Aard Dictionary,Monkey,8,55,34.43
Aard Dictionary,Monkey,8,60,34.48
Aard Dictionary,Monkey,9,0,0.0
Aard Dictionary,Monkey,9,5,19.53
Aard Dictionary,Monkey,9,10,26.4
Aard Dictionary,Monkey,9,15,32.97
Aard Dictionary,Monkey,9,20,34.81
Aard Dictionary,Monkey,9,25,39.5
Aard Dictionary,Monkey,9,30,40.34
Aard Dictionary,Monkey,9,35,40.59
Aard Dictionary,Monkey,9,40,39.8
Aard Dictionary,Monkey,9,45,39.76
Aard Dictionary,Monkey,9,50,42.3
Aard Dictionary,Monkey,9,55,40.83
Aard Dictionary,Monkey,9,60,42.15
Aard Dictionary,Monkey,10,0,0.0
Aard Dictionary,Monkey,10,5,16.61
Aard Dictionary,Monkey,10,10,27.27
Aard Dictionary,Monkey,10,15,31.11
Aard Dictionary,Monkey,10,20,32.32
Aard Dictionary,Monkey,10,25,34.8
Aard Dictionary,Monkey,10,30,34.87
Aard Dictionary,Monkey,10,35,35.69
Aard Dictionary,Monkey,10,40,35.43
Aard Dictionary,Monkey,10,45,35.81
Aard Dictionary,Monkey,10,50,36.45
Aard Dictionary,Monkey,10,55,34.68
Aard Dictionary,Monkey,10,60,34.67
Aard Dictionary,Dynodroid,1,0,0.0
Aard Dictionary,Dynodroid,1,5,9.41
Aard Dictionary,Dynodroid,1,10,17.89
Aard Dictionary,Dynodroid,1,15,25.26
Aard Dictionary,Dynodroid,1,20,27.24
Aard Dictionary,Dynodroid,1,25,31.73
Aard Dictionary,Dynodroid,1,30,32.61
Aard Dictionary,Dynodroid,1,35,30.68
Aard Dictionary,Dynodroid,1,40,35.33
Aard Dictionary,Dynodroid,1,45,36.05
Aard Dictionary,Dynodroid,1,50,33.66
Aard Dictionary,Dynodroid,1,55,36.0
Aard Dictionary,Dynodroid,1,60,34.23
Aard Dictionary,Dynodroid,2,0,0.15
Aard Dictionary,Dynodroid,2,5,14.18
Aard Dictionary,Dynodroid,2,10,24.16
Aard Dictionary,Dynodroid,2,15,33.49
Aard Dictionary,Dynodroid,2,20,38.72
Aard Dictionary,Dynodroid,2,25,41.56
Aard Dictionary,Dynodroid,2,30,42.55
Aard Dictionary,Dynodroid,2,35,45.19
Aard Dictionary,Dynodroid,2,40,47.17
Aard Dictionary,Dynodroid,2,45,47.35
Aard Dictionary,Dynodroid,2,50,48.13
Aard Dictionary,Dynodroid,2,55,47.15
Aard Dictionary,Dynodroid,2,60,50.11
Aard Dictionary,Dynodroid,3,0,0.0
Aard Dictionary,Dynodroid,3,5,13.82
Aard Dictionary,Dynodroid,3,10,23.64
Aard Dictionary,Dynodroid,3,15,28.47
Aard Dictionary,Dynodroid,3,20,31.39
Aard Dictionary,Dynodroid,3,25,33.54
Aard Dictionary,Dynodroid,3,30,37.66
Aard Dictionary,Dynodroid,3,35,35.16
Aard Dictionary,Dynodroid,3,40,36.64
Aard Dictionary,Dynodroid,3,45,38.03
Aard Dictionary,Dynodroid,3,50,40.84
Aard Dictionary,Dynodroid,3,55,39.79
Aard Dictionary,Dynodroid,3,60,37.93
Aard Dictionary,Dynodroid,4,0,0.0
Aard Dictionary,Dynodroid,4,5,16.22
Aard Dictionary,Dynodroid,4,10,27.56
Aard Dictionary,Dynodroid,4,15,37.79
Aard Dictionary,Dynodroid,4,20,39.43
Aard Dictionary,Dynodroid,4,25,47.36
Aard Dictionary,Dynodroid,4,30,48.51
Aard Dictionary,Dynodroid,4,35,50.46
Aard Dictionary,Dynodroid,4,40,49.17
Aard Dictionary,Dynodroid,4,45,50.33
Aard Dictionary,Dynodroid,4,50,48.88
Aard Dictionary,Dynodroid,4,55,50.55
Aard Dictionary,Dynodroid,4,60,52.29
Aard Dictionary,Dynodroid,5,0,1.94
Aard Dictionary,Dynodroid,5,5,11.81
Aard Dictionary,Dynodroid,5,10,21.95
Aard Dictionary,Dynodroid,5,15,28.32
Aard Dictionary,Dynodroid,5,20,30.51
Aard Dictionary,Dynodroid,5,25,36.21
Aard Dictionary,Dynodroid,5,30,36.06
Aard Dictionary,Dynodroid,5,35,38.07
Aard Dictionary,Dynodroid,5,40,38.51
Aard Dictionary,Dynodroid,5,45,38.55
Aard Dictionary,Dynodroid,5,50,40.09
Aard Dictionary,Dynodroid,5,55,40.03
Aard Dictionary,Dynodroid,5,60,39.96
Aard Dictionary,Dynodroid,6,0,0.0
Aard Dictionary,Dynodroid,6,5,20.45
Aard Dictionary,Dynodroid,6,10,35.84
Aard Dictionary,Dynodroid,6,15,42.54
Aard Dictionary,Dynodroid,6,20,49.84
Aard Dictionary,Dynodroid,6,25,50.3
Aard Dictionary,Dynodroid,6,30,55.32
Aard Dictionary,Dynodroid,6,35,55.25
Aard Dictionary,Dynodroid,6,40,55.9
Aard Dictionary,Dynodroid,6,45,57.82
Aard Dictionary,Dynodroid,6,50,61.26
Aard Dictionary,Dynodroid,6,55,61.26
Aard Dictionary,Dynodroid,6,60,60.45
Aard Dictionary,Dynodroid,7,0,0.0
Aard Dictionary,Dynodroid,7,5,13.53
Aard Dictionary,Dynodroid,7,10,23.55
Aard Dictionary,Dynodroid,7,15,29.57
Aard Dictionary,Dynodroid,7,20,30.71
Aard Dictionary,Dynodroid,7,25,34.93
Aard Dictionary,Dynodroid,7,30,38.04
Aard Dictionary,Dynodroid,7,35,40.19
Aard Dictionary,Dynodroid,7,40,36.94
Aard Dictionary,Dynodroid,7,45,40.55
Aard Dictionary,Dynodroid,7,50,41.39
Aard Dictionary,Dynodroid,7,55,42.7
Aard Dictionary,Dynodroid,7,60,42.63
Aard Dictionary,Dynodroid,8,0,0.87
Aard Dictionary,Dynodroid,8,5,13.84
Aard Dictionary,Dynodroid,8,10,22.27
Aard Dictionary,Dynodroid,8,15,31.3
Aard Dictionary,Dynodroid,8,20,37.92
Aard Dictionary,Dynodroid,8,25,41.54
Aard Dictionary,Dynodroid,8,30,42.56
Aard Dictionary,Dynodroid,8,35,43.5
Aard Dictionary,Dynodroid,8,40,44.34
Aard Dictionary,Dynodroid,8,45,43.55
Aard Dictionary,Dynodroid,8,50,44.6
Aard Dictionary,Dynodroid,8,55,47.57
Aard Dictionary,Dynodroid,8,60,43.84
Aard Dictionary,Dynodroid,9,0,2.42
Aard Dictionary,Dynodroid,9,5,17.55
Aard Dictionary,Dynodroid,9,10,32.11
Aard Dictionary,Dynodroid,9,15,36.11
Aard Dictionary,Dynodroid,9,20,44.54
Aard Dictionary,Dynodroid,9,25,46.19
Aard Dictionary,Dynodroid,9,30,47.61
Aard Dictionary,Dynodroid,9,35,51.7
Aard Dictionary,Dynodroid,9,40,53.98
Aard Dictionary,Dynodroid,9,45,51.94
Aard Dictionary,Dynodroid,9,50,51.45
Aard Dictionary,Dynodroid,9,55,53.89
Aard Dictionary,Dynodroid,9,60,54.12
Aard Dictionary,Dynodroid,10,0,0.82
Aard Dictionary,Dynodroid,10,5,14.07
Aard Dictionary,Dynodroid,10,10,21.04
Aard Dictionary,Dynodroid,10,15,29.6
Aard Dictionary,Dynodroid,10,20,30.96
Aard Dictionary,Dynodroid,10,25,32.66
Aard Dictionary,Dynodroid,10,30,32.47
Aard Dictionary,Dynodroid,10,35,35.64
Aard Dictionary,Dynodroid,10,40,36.3
Aard Dictionary,Dynodroid,10,45,38.76
Aard Dictionary,Dynodroid,10,50,38.36
Aard Dictionary,Dynodroid,10,55,36.13
Aard Dictionary,Dynodroid,10,60,38.31
Aard Dictionary,Ad-hoc,1,0,1.01
Aard Dictionary,Ad-hoc,1,5,14.23
Aard Dictionary,Ad-hoc,1,10,22.57
Aard Dictionary,Ad-hoc,1,15,29.62
Aard Dictionary,Ad-hoc,1,20,34.21
Aard Dictionary,Ad-hoc,1,25,39.09
Aard Dictionary,Ad-hoc,1,30,43.8
Aard Dictionary,Ad-hoc,1,35,42.59
Aard Dictionary,Ad-hoc,1,40,46.14
Aard Dictionary,Ad-hoc,1,45,47.12
Aard Dictionary,Ad-hoc,1,50,50.11
Aard Dictionary,Ad-hoc,1,55,52.37
Aard Dictionary,Ad-hoc,1,60,50.39
Aard Dictionary,Ad-hoc,2,0,0.0
Aard Dictionary,Ad-hoc,2,5,12.96
Aard Dictionary,Ad-hoc,2,10,25.53
Aard Dictionary,Ad-hoc,2,15,33.2
Aard Dictionary,Ad-hoc,2,20,39.45
Aard Dictionary,Ad-hoc,2,25,43.39
Aard Dictionary,Ad-hoc,2,30,45.78
Aard Dictionary,Ad-hoc,2,35,51.5
Aard Dictionary,Ad-hoc,2,40,51.84
Aard Dictionary,Ad-hoc,2,45,58.2
Aard Dictionary,Ad-hoc,2,50,57.22
Aard Dictionary,Ad-hoc,2,55,56.6
Aard Dictionary,Ad-hoc,2,60,57.43
Aard Dictionary,Ad-hoc,3,0,0.0
Aard Dictionary,Ad-hoc,3,5,8.78
Aard Dictionary,Ad-hoc,3,10,17.94
Aard Dictionary,Ad-hoc,3,15,22.09
Aard Dictionary,Ad-hoc,3,20,25.03
Aard Dictionary,Ad-hoc,3,25,32.32
Aard Dictionary,Ad-hoc,3,30,32.18
Aard Dictionary,Ad-hoc,3,35,35.3
Aard Dictionary,Ad-hoc,3,40,34.82
Aard Dictionary,Ad-hoc,3,45,37.52
Aard Dictionary,Ad-hoc,3,50,38.4
Aard Dictionary,Ad-hoc,3,55,35.85
Aard Dictionary,Ad-hoc,3,60,42.3
Aard Dictionary,Ad-hoc,4,0,1.94
Aard Dictionary,Ad-hoc,4,5,11.28
Aard Dictionary,Ad-hoc,4,10,19.46
Aard Dictionary,Ad-hoc,4,15,28.84
Aard Dictionary,Ad-hoc,4,20,34.06
Aard Dictionary,Ad-hoc,4,25,38.83
Aard Dictionary,Ad-hoc,4,30,41.98
Aard Dictionary,Ad-hoc,4,35,45.1
Aard Dictionary,Ad-hoc,4,40,48.58
Aard Dictionary,Ad-hoc,4,45,48.87
Aard Dictionary,Ad-hoc,4,50,47.69
Aard Dictionary,Ad-hoc,4,55,52.28
Aard Dictionary,Ad-hoc,4,60,53.46
Aard Dictionary,Ad-hoc,5,0,4.73
Aard Dictionary,Ad-hoc,5,5,10.3
Aard Dictionary,Ad-hoc,5,10,21.69
Aard Dictionary,Ad-hoc,5,15,25.47
Aard Dictionary,Ad-hoc,5,20,35.08
Aard Dictionary,Ad-hoc,5,25,37.84
Aard Dictionary,Ad-hoc,5,30,44.98
Aard Dictionary,Ad-hoc,5,35,43.61
Aard Dictionary,Ad-hoc,5,40,44.32
Aard Dictionary,Ad-hoc,5,45,47.77
Aard Dictionary,Ad-hoc,5,50,46.78
Aard Dictionary,Ad-hoc,5,55,51.85
Aard Dictionary,Ad-hoc,5,60,48.39
Aard Dictionary,Ad-hoc,6,0,0.04
Aard Dictionary,Ad-hoc,6,5,9.66
Aard Dictionary,Ad-hoc,6,10,22.25
Aard Dictionary,Ad-hoc,6,15,32.95
Aard Dictionary,Ad-hoc,6,20,37.06
Aard Dictionary,Ad-hoc,6,25,39.93
Aard Dictionary,Ad-hoc,6,30,44.84
Aard Dictionary,Ad-hoc,6,35,47.77
Aard Dictionary,Ad-hoc,6,40,50.67
Aard Dictionary,Ad-hoc,6,45,49.64
Aard Dictionary,Ad-hoc,6,50,53.93
Aard Dictionary,Ad-hoc,6,55,50.03
Aard Dictionary,Ad-hoc,6,60,53.96
Aard Dictionary,Ad-hoc,7,0,0.0
Aard Dictionary,Ad-hoc,7,5,10.66
Aard Dictionary,Ad-hoc,7,10,17.3
Aard Dictionary,Ad-hoc,7,15,21.04
Aard Dictionary,Ad-hoc,7,20,26.26
Aard Dictionary,Ad-hoc,7,25,31.61
Aard Dictionary,Ad-hoc,7,30,33.97
Aard Dictionary,Ad-hoc,7,35,35.39
Aard Dictionary,Ad-hoc,7,40,37.22
Aard Dictionary,Ad-hoc,7,45,40.3
Aard Dictionary,Ad-hoc,7,50,39.5
Aard Dictionary,Ad-hoc,7,55,40.94
Aard Dictionary,Ad-hoc,7,60,44.95
Aard Dictionary,Ad-hoc,8,0,0.0
Aard Dictionary,Ad-hoc,8,5,6.8
Aard Dictionary,Ad-hoc,8,10,18.22
Aard Dictionary,Ad-hoc,8,15,21.83
Aard Dictionary,Ad-hoc,8,20,26.9
Aard Dictionary,Ad-hoc,8,25,29.73
Aard Dictionary,Ad-hoc,8,30,33.26
Aard Dictionary,Ad-hoc,8,35,38.18
Aard Dictionary,Ad-hoc,8,40,38.65
Aard Dictionary,Ad-hoc,8,45,40.04
Aard Dictionary,Ad-hoc,8,50,37.63
Aard Dictionary,Ad-hoc,8,55,38.81
Aard Dictionary,Ad-hoc,8,60,36.9
Aard Dictionary,Ad-hoc,9,0,0.0
Aard Dictionary,Ad-hoc,9,5,13.82
Aard Dictionary,Ad-hoc,9,10,22.81
Aard Dictionary,Ad-hoc,9,15,29.21
Aard Dictionary,Ad-hoc,9,20,35.36
Aard Dictionary,Ad-hoc,9,25,38.92
Aard Dictionary,Ad-hoc,9,30,43.8
Aard Dictionary,Ad-hoc,9,35,47.41
Aard Dictionary,Ad-hoc,9,40,45.99
Aard Dictionary,Ad-hoc,9,45,50.54
Aard Dictionary,Ad-hoc,9,50,52.79
Aard Dictionary,Ad-hoc,9,55,51.79
Aard Dictionary,Ad-hoc,9,60,54.25
Aard Dictionary,Ad-hoc,10,0,4.22
Aard Dictionary,Ad-hoc,10,5,11.89
Aard Dictionary,Ad-hoc,10,10,22.01
Aard Dictionary,Ad-hoc,10,15,27.62
Aard Dictionary,Ad-hoc,10,20,34.68
Aard Dictionary,Ad-hoc,10,25,39.53
Aard Dictionary,Ad-hoc,10,30,42.59
Aard Dictionary,Ad-hoc,10,35,43.45
Aard Dictionary,Ad-hoc,10,40,47.38
Aard Dictionary,Ad-hoc,10,45,50.9
Aard Dictionary,Ad-hoc,10,50,50.64
Aard Dictionary,Ad-hoc,10,55,52.4
Aard Dictionary,Ad-hoc,10,60,51.37
Aard Dictionary,SMATA,1,0,1.12
Aard Dictionary,SMATA,1,5,18.57
